,id,amd,intel,radius,cos_sin_sqrt,ydl,pred,radius_pred
959,3896,186,290,0.81,,True,True,0.7797304092214336
960,2191,121,546,0.37,1.341028585189393,False,False,0.2037220968314094
961,2622,137,303,0.1,,False,False,0.17373987058392473
963,4350,206,488,0.37,,False,False,0.21739039292112683
964,1001,76,536,0.29,0.2626654433778512,False,False,0.19873317311066202
965,4753,225,222,0.23,,False,False,0.13902627270000015
966,4715,224,330,0.21,,False,False,0.18863512125420628
967,3010,150,441,0.13,,False,False,0.24549571579258853
968,5774,266,130,0.23,0.6037326242936579,False,False,0.1642788009594206
969,1504,95,113,0.86,0.8852204271669467,True,True,0.7978687514000207
970,957,74,119,0.3,,False,False,0.2226107052796471
971,4299,204,280,0.29,,False,False,0.26204925800424883
972,5738,265,575,0.17,,False,False,0.16335443561260782
973,5778,266,211,0.36,,False,False,0.18122338773008567
974,1532,96,329,0.25,0.5706889650968512,False,False,0.15475945973661132
975,4192,200,516,0.62,,True,True,0.8463765832653551
976,411,51,58,0.14,0.5954899709062744,False,False,0.21749556604779302
977,1405,90,165,0.15,0.813320670092773,False,False,0.13489007244339182
978,2951,148,439,0.11,-0.1977766924664297,False,False,0.21013148083882427
979,5781,266,319,0.12,0.8548987261512758,False,False,0.14998892730530222
980,2432,130,43,0.35,,False,False,0.22673824625000222
982,3337,163,469,0.21,,False,False,0.24087080389662036
983,3070,152,20,0.1,1.0809618968300383,False,False,0.17060283069592877
984,3751,179,83,0.87,0.04002289135897934,True,True,0.8244757930761846
986,3483,169,347,0.87,,True,True,0.7821944290098983
987,5638,261,578,0.17,-0.2128882730451604,False,False,0.13677793033233643
988,2698,140,85,0.65,,True,True,0.821345251225102
989,931,74,266,0.77,,True,True,0.809678079368234
990,5491,256,447,0.19,,False,False,0.1902713179566014
991,3918,187,293,0.88,,True,True,0.7785333998796625
992,633,62,132,0.19,-0.37648133626627767,False,False,0.23676484398097644
994,498,55,517,0.4,,False,False,0.19173522174786178
995,937,74,226,0.14,,False,False,0.13807591235793684
996,415,51,274,0.24,,False,False,0.23744763396687826
997,2345,127,293,0.81,0.5319719105725734,True,True,0.8098576076177655
998,5502,256,493,0.22,,False,False,0.2557513351023031
999,1743,104,98,0.25,,False,True,0.840830480215692
1000,4252,203,175,0.31,1.1551169327493476,False,False,0.20382192587645276
1001,1951,112,196,0.33,,False,False,0.19362928138986873
1002,757,67,445,0.38,,False,False,0.14661766805976942
1003,3803,181,278,0.11,,False,True,0.7480630121775252
1005,2225,122,172,0.36,,False,False,0.23437536856008404
1007,5201,245,84,0.63,,True,True,0.7780581638908172
1008,3837,183,413,0.21,0.544130984143718,False,False,0.2676833207168987
1009,596,60,193,0.24,,False,False,0.20027163424612107
1010,3571,173,291,0.63,,True,True,0.7427761628373822
1011,4421,210,378,0.29,0.46784151907764676,False,False,0.24293864228624168
1012,1068,78,471,0.23,0.6264589423474272,False,False,0.2159786718675274
1013,4246,202,150,0.39,0.9895214601995764,False,False,0.17889744213189762
1014,5547,258,351,0.11,0.3859051813856631,False,False,0.24727625102164616
1015,5998,281,351,0.21,,False,False,0.1436867966236076
1017,652,63,51,0.21,0.15960416635613867,False,False,0.1549788336357241
1018,4640,220,441,0.4,0.06073636941327099,False,False,0.26105704998167956
1019,4825,228,32,0.23,1.307390073848187,False,False,0.1371357335436167
1020,2303,125,451,0.39,,False,False,0.17365073759480057
1021,3007,150,270,0.71,-0.37112038605717584,True,True,0.8653341506961658
1022,2093,117,412,0.18,,False,False,0.15582681560610964
1023,5151,242,386,0.3,,False,False,0.20814808343171073
1024,1840,108,313,0.33,1.06758527455762,False,False,0.1478630504762945
1025,2407,129,112,0.64,-0.09912480659011391,True,True,0.8595109749913874
1026,75,32,541,0.32,0.6406729893631863,False,False,0.13003724057417865
1027,3689,177,38,0.38,1.1880450740764532,False,False,0.19682637358759003
1029,2948,148,263,0.3,-0.18161116081497558,False,False,0.2288950340518205
1030,5069,237,219,0.26,,False,False,0.18293873485871393
1031,3914,186,531,0.37,,False,True,0.7378153808567532
1032,5549,258,329,0.22,,False,False,0.1369547941504688
1033,2107,118,533,0.85,,True,True,0.8393757941069506
1034,2210,121,79,0.34,0.3203134832921051,False,True,0.8123139662878375
1035,2741,141,222,0.18,,False,False,0.17299018178340692
1037,1010,76,133,0.74,0.5831128111398839,True,True,0.7534981176498463
1039,5684,263,391,0.15,,False,False,0.20374842349168062
1040,828,69,381,0.31,,False,False,0.18855863112402668
1041,3855,184,577,0.33,1.1846532091057134,False,False,0.26281658899177307
1042,3263,161,84,0.36,,False,True,0.7363744966878892
1044,4545,215,557,0.4,0.611318576911599,False,False,0.17949057157329446
1045,5288,248,518,0.74,,True,True,0.8657381993430107
1046,3437,167,269,0.75,,True,True,0.7954232382586549
1047,4717,224,275,0.27,,False,False,0.14170457791383761
1048,1200,82,143,0.88,0.1907178287946796,True,True,0.8659859629339483
1049,621,62,326,0.87,-0.06972177684089034,True,True,0.7481581106100795
1050,5473,255,157,0.27,-0.3546330284374001,False,False,0.23181097370346487
1051,1412,91,267,0.74,,True,True,0.7682052010988472
1052,566,58,173,0.12,0.12299487270922131,False,False,0.2684318719812188
1053,543,57,162,0.36,0.34965263550830966,False,False,0.2173168661280478
1055,3406,166,428,0.24,0.5336956769856286,False,False,0.1495380981830486
1056,51,29,380,0.28,,False,False,0.2185342717517581
1057,5062,237,427,0.16,,False,False,0.16237988991985153
1058,1773,105,125,0.72,,True,True,0.8412030968579403
1059,2908,147,82,0.83,0.760384014646219,True,True,0.8401661152530204
1060,1558,97,175,0.34,0.3754264802713269,False,False,0.232047952118628
1061,745,66,425,0.13,,False,False,0.23870944420464
1062,4325,205,316,0.39,,False,False,0.24639686145636328
1063,2025,114,424,0.25,,False,False,0.18225321416788876
1064,1467,94,86,0.34,,False,False,0.19954158628623897
1065,5867,270,529,0.25,-0.07358108536010902,False,False,0.16458466325185078
1066,195,42,341,0.16,,False,False,0.15478335710658483
1067,4443,210,239,0.28,0.5611264843097069,False,False,0.24552574670911664
1068,2798,143,351,0.24,,False,False,0.22309189161313972
1069,3802,181,52,0.2,,False,False,0.1782390820804404
1070,802,68,536,0.18,,False,False,0.2006465307443328
1071,1618,99,128,0.85,,True,True,0.7694575976149867
1072,3288,161,80,0.4,,False,True,0.8436709936033748
1073,4747,225,187,0.25,,False,False,0.19858323747682813
1074,620,62,283,0.9,-0.35300211675628324,True,True,0.7968974803636779
1076,4162,199,366,0.11,,False,False,0.1801335760542117
1078,4126,197,506,0.63,,True,True,0.8658757654838547
1079,5516,257,387,0.32,,False,False,0.14096538406596465
1080,5565,259,421,0.13,1.3851701672710295,False,False,0.18524563894824056
1081,644,63,557,0.38,,False,False,0.2365219789547339
1082,5000,235,541,0.82,0.6817992182359418,True,True,0.8597517323798844
1083,4506,213,153,0.34,,False,False,0.1909891390007902
1084,2767,142,37,0.22,-0.2477254681687658,False,False,0.22921981518948017
1085,1061,78,377,0.28,0.6324105495332228,False,False,0.2484290985472306
1086,5453,254,322,0.24,0.3083035094025041,False,False,0.17588418379889365
1087,4094,195,73,0.69,,True,True,0.8469643188072838
1088,120,36,527,0.37,,False,False,0.2694027876799284
1089,5142,241,92,0.16,0.3125264366177873,False,False,0.13997984815625866
1090,3206,158,430,0.17,,False,False,0.24999330260194447
1091,5180,243,393,0.17,,False,False,0.137422331596001
1092,5324,249,493,0.39,,False,True,0.8171501830625153
1093,3082,153,32,0.22,1.0328930478357081,False,False,0.1686726878713165
1094,1230,83,112,0.3,1.155698892085176,False,True,0.8358787107406364
1095,4540,215,193,0.4,0.862277944999049,False,False,0.26787274727290566
1096,5055,237,518,0.64,,True,True,0.7567819728499632
1098,4262,203,192,0.26,,False,False,0.19737068629161136
1099,3328,162,18,0.16,,False,False,0.172499725871923
1100,134,38,236,0.36,,False,False,0.13400673033782012
1101,3505,170,377,0.14,0.40226425429989693,False,False,0.223687444695324
1103,2859,145,327,0.11,0.5594089117363142,False,False,0.15915590225573087
1104,2445,130,493,0.14,,False,False,0.2428502856444951
1105,4213,201,358,0.11,-0.059624005601976116,False,False,0.2563813717249951
1106,3050,152,301,0.39,1.2391204197420789,False,False,0.19314714999331803
1107,511,55,429,0.13,,False,False,0.17586975415651965
1108,6009,283,505,0.13,,False,False,0.18375100041626485
1109,62,31,309,0.31,-0.0677448554067813,False,False,0.16552198464162993
1110,1553,97,325,0.22,0.18021817851775007,False,False,0.16750860588884786
1111,3793,181,106,0.12,,False,False,0.21000913032747415
1113,5322,249,92,0.11,,False,False,0.1682145557673937
1114,2437,130,301,0.36,,False,False,0.20372884647736073
1115,2998,150,221,0.32,,False,False,0.2300152298469798
1116,4256,203,283,0.26,1.286665720676766,False,False,0.21350331967544892
1117,2110,118,187,0.33,,False,False,0.18816585004155673
1118,679,64,366,0.19,0.8803308922619316,False,False,0.21991230467110462
1120,1211,83,83,0.2,1.0686745676388303,False,False,0.17768117097631778
1121,122,36,454,0.23,,False,False,0.14722502791533934
1122,5130,240,223,0.12,,False,False,0.2602804948674755
1123,1921,111,532,0.66,,True,True,0.8079743095574814
1124,4100,196,71,0.26,0.7460290633317985,False,False,0.23488860521609267
1125,5714,264,76,0.13,0.10225873303544893,False,True,0.8520364641717544
1126,3197,158,293,0.76,0.278355580512541,True,True,0.7391746466928655
1127,1210,83,298,0.87,0.2534165328643608,True,True,0.8432645153957812
1128,567,58,171,0.2,1.0912469535597704,False,False,0.2547268583174869
1129,2366,127,441,0.35,1.1327281144120038,False,False,0.2629895460196223
1130,548,57,428,0.28,0.47225527585096017,False,False,0.166558494406093
1131,2405,128,545,0.4,0.5834442412004095,False,False,0.20625616499610394
1132,864,71,519,0.2,0.3650081940218717,False,False,0.18399189098945465
1133,4554,215,202,0.13,1.22886642176802,False,False,0.23102324900104446
1134,1392,90,75,0.19,1.2046577453565046,False,False,0.15805069729830162
1135,4513,213,183,0.31,-0.20169957047142748,False,False,0.16760157819854682
1136,4681,222,358,0.22,1.1847556245305142,False,False,0.13517022534831746
1137,3410,166,507,0.33,0.17037341119135752,False,False,0.22024549485310888
1138,4313,205,66,0.36,,False,False,0.23177668818849412
1139,1961,112,337,0.19,,False,False,0.15634752695182258
1140,720,65,95,0.13,1.0317159650101317,False,False,0.2610585005783731
1141,4409,209,259,0.16,1.0810021024834713,False,False,0.13324395280133788
1142,4811,228,199,0.36,0.6884339471149746,False,False,0.26861827202908706
1143,690,64,354,0.24,0.5669170040855214,False,False,0.2230441861561518
1144,602,61,38,0.86,,True,True,0.8114007571540032
1145,4839,229,241,0.26,,False,False,0.26715836859970654
1148,2509,132,445,0.12,0.03758018620657321,False,False,0.1775901747262229
1149,4378,207,501,0.21,,False,False,0.23419394873280241
1150,503,55,552,0.36,,False,False,0.23809515062904335
1151,4516,214,515,0.88,0.42025101765807354,True,True,0.8379195744577514
1152,318,47,359,0.19,0.10894033881473021,False,False,0.19831128653480962
1153,5754,265,355,0.17,,False,False,0.22826994738568296
1154,3388,165,546,0.34,1.339283564520974,False,False,0.20236269121050088
1155,274,46,157,0.37,1.2425777412061103,False,False,0.25269492742370275
1156,5171,243,330,0.33,,False,False,0.21164807138000444
1157,2868,145,322,0.28,0.3243979685125151,False,False,0.23762835097181975
1158,1361,89,382,0.73,0.9232183245890413,True,True,0.7576600618706976
1159,3413,166,128,0.23,,False,False,0.17423105903606745
1160,1526,96,525,0.37,0.2100447963271883,False,True,0.7659049332181982
1161,5217,245,140,0.12,,False,False,0.24748393606275845
1162,3590,173,79,0.63,,True,True,0.8293113141612815
1163,1934,111,317,0.23,,False,False,0.2079144100084163
1164,5834,269,302,0.17,,False,False,0.24019093764885102
1165,3182,157,381,0.85,,True,True,0.7612149322954818
1166,4427,210,226,0.35,0.56298038172857,False,False,0.19131176310156084
1167,3721,178,300,0.67,0.8116877908856472,True,True,0.8489357250531832
1168,4812,228,373,0.3,0.5435246347189243,False,False,0.254985225174012
1169,945,74,244,0.26,,False,False,0.15489199860239591
1170,4732,225,186,0.22,,False,False,0.18284464369039788
1172,295,47,110,0.37,,False,False,0.2144288066444943
1173,1876,109,66,0.66,,True,True,0.7930333894226634
1174,5271,248,549,0.68,,True,True,0.7371208510802506
1175,298,47,92,0.19,,False,False,0.13908410776433128
1176,68,31,516,0.34,-0.2241283664116231,False,False,0.14818608357109508
1177,4406,209,103,0.23,0.4612206448276581,False,False,0.1820283883157348
1178,736,66,176,0.18,-0.026162558794984678,False,False,0.23395977544261098
1179,1598,99,198,0.4,,False,False,0.1415764797209603
1180,4303,204,281,0.18,0.03525984550433433,False,False,0.17127127295805286
1181,3008,150,273,0.79,,True,True,0.7583715221415404
1183,1503,95,113,0.82,0.8852204271669467,True,True,0.8489492848832916
1184,2086,117,354,0.21,,False,False,0.20181501919465322
1185,150,39,444,0.1,0.6491462562361526,False,False,0.18122611819221526
1186,756,67,299,0.77,,True,True,0.7938857998803753
1187,4791,227,499,0.35,,False,False,0.2083521064552748
1188,3523,170,29,0.13,,False,False,0.15239446497436368
1189,1703,103,350,0.29,0.36291713450465185,False,False,0.1732419819362391
1190,5967,279,510,0.4,0.5809503899495965,False,False,0.1618736370079143
1191,2119,118,356,0.17,,False,False,0.13269261869956755
1194,376,50,125,0.24,-0.19017012989171594,False,False,0.13896749002634393
1195,5773,266,132,0.4,1.1725296995993626,False,False,0.19050941132731736
1196,859,70,50,0.21,1.020496489593741,False,True,0.7981570510943521
1197,1844,108,442,0.36,0.553802867685411,False,False,0.14337302048533324
1198,4053,193,407,0.1,,False,False,0.26447928539195775
1199,1869,109,444,0.15,0.45223613265003487,False,False,0.13827751181480952
1200,378,50,110,0.25,,False,False,0.23463428341392886
1201,5512,257,510,0.79,,True,True,0.8545294551843422
1203,1294,86,518,0.1,,False,False,0.2553832792594375
1204,4979,235,574,0.35,,False,False,0.18837888105400358
1205,1432,92,339,0.86,-0.3290437229198355,True,True,0.7796748917374418
1206,2722,140,65,0.21,0.6335911629489162,False,False,0.24144403547506907
1207,4205,201,56,0.37,-0.05505553890678061,False,False,0.18915852798528696
1208,4434,210,183,0.21,0.5066167057613796,False,False,0.15538825809031492
1209,1779,106,326,0.34,-0.10520984122501599,False,False,0.21522775477471787
1210,5993,281,144,0.19,,False,False,0.2076896370750052
1212,4596,218,333,0.13,-0.22588473964784997,False,False,0.25263360576385774
1213,3753,179,275,0.8,0.03009968764320199,True,True,0.7479231658983807
1214,841,70,560,0.15,0.9392809070610256,False,False,0.22743189064625952
1215,5526,257,178,0.33,,False,False,0.14079264191102583
1216,1189,82,412,0.11,,False,False,0.24763238629369128
1217,175,41,225,0.15,-0.07246412331025179,False,False,0.26737669795123853
1218,5601,260,156,0.33,0.7342497067481047,False,False,0.2383252378803702
1219,927,73,21,0.12,,False,False,0.2380943185988713
1220,4801,227,131,0.34,0.823797191962723,False,False,0.23873277632113313
1221,45,28,536,0.31,,False,False,0.24240718692569885
1222,1260,85,244,0.32,-0.10060911624922703,False,False,0.19229081027193648
1223,1096,79,378,0.34,-0.13226421104136607,False,False,0.15701735572016162
1224,1443,92,106,0.35,,False,True,0.7679955028214152
1225,2664,138,21,0.32,,False,False,0.23521348718646173
1226,5634,261,537,0.1,,False,False,0.20596269248571525
1227,1187,82,192,0.21,,False,False,0.21833624017098427
1228,5109,239,22,0.15,,False,False,0.16879528160398144
1231,2272,124,312,0.29,,False,False,0.2669845611833923
1232,300,47,137,0.12,0.08360509510106384,False,False,0.1648726238356088
1233,5631,261,531,0.4,,False,False,0.20807831768728485
1234,1472,94,247,0.34,,False,False,0.19438982322578843
1235,283,46,374,0.19,,False,False,0.14082187676414995
1236,5788,267,60,0.13,,False,False,0.1775812540718937
1237,2751,141,119,0.1,0.41274592418600065,False,False,0.22955872514812095
1238,4771,226,471,0.14,-0.1706428323764269,False,False,0.21902033119247305
1239,4937,233,31,0.31,0.5929508027488871,False,False,0.16385747319692012
1241,4638,220,469,0.32,,False,False,0.17721403220885357
1242,4407,209,106,0.25,1.292703079080303,False,False,0.25716410780847165
1243,4155,199,386,0.35,,False,False,0.14161528599364423
1244,2966,149,560,0.2,,False,False,0.15209207497732546
1245,4013,191,396,0.14,0.7483190600159387,False,False,0.13315371635227002
1246,2952,148,507,0.35,,False,False,0.1752997960496073
1247,3893,185,531,0.32,,False,True,0.7915761505483112
1248,2291,125,531,0.65,,True,True,0.8391905219279009
1250,3830,183,423,0.36,0.367223881345077,False,False,0.23995216491182145
1251,4593,217,273,0.32,,False,False,0.14380557327031623
1253,2347,127,520,0.87,0.9914135602451742,True,True,0.8521615830854877
1254,2414,129,354,0.37,,False,False,0.1520424683683104
1255,5484,256,377,0.39,-0.02741046405945192,False,False,0.2369975330828512
1256,257,45,218,0.34,0.6116845640871578,False,False,0.1806040820172842
1257,507,55,163,0.13,,False,False,0.2676889031184898
1258,1965,112,254,0.29,,False,False,0.1496551587141508
1260,4705,223,420,0.34,0.04162357028004911,False,False,0.19812161902420322
1261,744,66,372,0.36,-0.013237905973804507,False,False,0.1651688091661733
1262,2124,118,167,0.17,,False,False,0.2502181184214506
1263,5572,259,331,0.22,0.7356865912956577,False,False,0.18358173844137554
1264,1375,89,112,0.66,0.9866606278591112,True,True,0.8535835946267535
1265,3889,185,111,0.29,,False,False,0.16409632977349095
1266,3842,183,186,0.11,,False,False,0.21978380034696077
1267,4607,218,93,0.12,,False,False,0.17204260995701348
1268,4315,205,35,0.28,,False,False,0.24461152950971154
1269,4239,202,318,0.15,0.16333457749158975,False,False,0.24763721294240504
1271,1858,109,321,0.35,1.0539768035630013,False,False,0.21031942240859175
1272,4382,207,102,0.27,,False,False,0.2329423729479605
1273,2499,132,557,0.34,,False,False,0.1422259167915256
1275,1437,92,224,0.15,,False,False,0.2086381670973234
1276,4987,235,548,0.39,0.5150591787800485,False,True,0.7431299922178912
1277,366,49,316,0.15,,False,False,0.226615999825792
1278,5573,259,251,0.35,1.3666180076889085,False,False,0.2670855902812814
1279,5765,266,566,0.39,1.131607509376907,False,False,0.1621690008231961
1280,402,50,94,0.22,-0.2206265998617129,False,False,0.2524776061176558
1281,4660,221,402,0.17,1.2141816247132728,False,False,0.1633964583780925
1282,4740,225,309,0.34,,False,False,0.2630950401293962
1283,949,74,369,0.27,,False,False,0.18882236789157164
1284,2835,144,414,0.39,-0.2598603102311031,False,False,0.196011548395488
1285,19,27,303,0.34,1.011833514374195,False,False,0.2049980751224692
1286,229,44,496,0.29,0.017248573007145558,False,False,0.18823143697036543
1287,4201,201,83,0.79,-0.02680997276447088,True,True,0.7624817877461366
1288,668,64,58,0.14,0.9378879969053594,False,False,0.2519771065735312
1289,218,43,73,0.35,,False,False,0.14540739177672052
1290,5023,236,400,0.4,,False,False,0.1770901738994083
1291,4195,200,141,0.11,,False,False,0.1635575231188579
1292,4783,227,321,0.2,0.9033724504540644,False,False,0.26092083082104844
1293,2699,140,284,0.83,1.1130075167379434,True,True,0.7381103980131677
1294,4404,208,481,0.33,,False,False,0.2544828149735285
1295,585,59,352,0.14,0.812115895801075,False,False,0.20705974619058415
1296,5708,264,156,0.13,0.08057815644365367,False,False,0.20698022635137725
1297,2942,148,560,0.31,-0.20324639453591553,False,False,0.18836109115482924
1298,2004,114,139,0.35,0.9623438541753978,False,False,0.18884781269000356
1299,3935,188,428,0.11,-0.24277271598709324,False,False,0.15038753039663125
1300,3852,184,70,0.21,1.2391095639851135,False,False,0.21952962411075952
1302,3398,166,292,0.14,,False,True,0.822420716612928
1303,777,67,155,0.64,,True,True,0.8306322692525141
1304,4650,221,102,0.34,0.8803951897577474,False,False,0.17220254150699016
1305,1018,76,350,0.62,0.30087668020705893,True,True,0.7418584186496666
1306,1606,99,162,0.27,,False,False,0.21659571822046514
1308,2826,144,170,0.27,-0.32827764822542427,False,False,0.25459563330175816
1310,5246,247,389,0.32,1.2349139420765305,False,False,0.1888085268640788
1311,1491,95,502,0.26,0.8302168251503724,False,False,0.19150342777022172
1312,5176,243,388,0.21,,False,False,0.2381299410492144
1313,5569,259,425,0.39,0.5821486724481403,False,False,0.16261678753577197
1314,5413,253,529,0.33,1.153980350958042,False,True,0.7931044918855045
1315,1963,112,312,0.19,,False,False,0.2124481240315501
1316,5845,269,141,0.21,,False,False,0.1736543849159808
1317,4457,211,254,0.27,,False,False,0.16833907158954203
1318,1593,99,40,0.35,,False,False,0.24366713606275836
1319,517,56,559,0.1,-0.3528922843583225,False,False,0.1749618812004008
1320,321,47,200,0.18,0.09657386182735138,False,False,0.14254384362093414
1322,4490,212,23,0.27,,False,False,0.1798497204235094
1323,4113,196,578,0.12,1.3079808393339065,False,False,0.22581569769280035
1324,4165,199,358,0.12,-0.2900540709899321,False,False,0.24365610078479094
1325,217,43,217,0.29,,False,False,0.25335527525206347
1326,3916,187,204,0.35,,False,False,0.2692105392764814
1327,1971,112,74,0.25,,False,False,0.13050891288919653
1328,360,49,295,0.31,,False,False,0.19194815346645916
1329,5799,267,156,0.1,0.02518404145600425,False,False,0.26922031321383433
1330,3358,163,153,0.36,,False,False,0.1744667630130236
1331,5623,261,483,0.17,-0.1641069409884736,False,False,0.1947504736946205
1332,4520,214,286,0.26,,False,False,0.14227179683570856
1333,1052,78,220,0.14,0.6316006071195367,False,False,0.2211017877286426
1336,4778,226,579,0.37,-0.12091647819355864,False,False,0.2581337802917114
1337,4557,215,260,0.12,0.4901732565388144,False,False,0.2568598044238901
1338,3795,181,51,0.32,,False,False,0.21657677052956695
1339,1426,91,69,0.28,0.11112920204634767,False,False,0.14956523596016477
1340,1945,111,110,0.4,,False,True,0.8661695618633038
1341,3720,178,347,0.69,0.8876298392546805,True,True,0.7766181849719428
1342,214,43,314,0.13,-0.3280708922358726,False,False,0.22554663859959606
1343,1614,99,100,0.12,,False,True,0.815148045887406
1344,4691,223,546,0.3,0.0491100157651521,False,False,0.16313545088466314
1345,1717,103,277,0.82,0.7580971061352514,True,True,0.7510933477483049
1346,2760,141,470,0.27,0.3014562256767151,False,False,0.2169113504101075
1347,2067,116,392,0.79,,True,True,0.7986068976153082
1348,3018,151,90,0.85,,True,True,0.7679052066700358
1350,1702,103,349,0.19,,False,False,0.2308847697215401
1351,3121,154,495,0.22,-0.02282860879893332,False,False,0.23908098034937258
1352,4844,229,432,0.39,0.19824328410497552,False,False,0.25646471251886793
1354,196,42,567,0.1,,False,False,0.259204531062709
1355,725,66,300,0.7,,True,True,0.8368550483708777
1356,2517,133,85,0.7,,True,True,0.8512929419638202
1357,1512,95,22,0.31,,False,False,0.18874431602943872
1358,2656,138,87,0.84,-0.13330782584098796,True,True,0.8250269293380562
1359,4707,224,346,0.25,-0.25601058402096233,False,False,0.23977094558756185
1360,5022,236,437,0.33,,False,False,0.18286465294549195
1361,1056,78,564,0.22,0.3974612277108186,False,False,0.2489952852553664
1362,2298,125,243,0.38,,False,False,0.17175411608284996
1363,887,72,90,0.21,,False,False,0.14786316510737885
1364,2431,130,88,0.83,-0.24479168257645903,True,True,0.7576613756323666
1365,1092,79,162,0.34,,False,False,0.16674833351117507
1366,3539,171,184,0.21,0.8521874050774831,False,False,0.2546147493583571
1367,4139,198,320,0.19,-0.07224257108382746,False,False,0.1448026635518822
1368,568,58,367,0.32,0.3832572211576981,False,False,0.26000415383998765
1369,516,56,134,0.31,,False,False,0.19682404614353505
1371,4357,206,160,0.14,,False,False,0.13816660310092604
1372,5263,248,512,0.86,,True,True,0.8367972340902606
1373,139,38,391,0.24,0.19305003606915355,False,False,0.26938860746233484
1374,5853,270,262,0.28,,False,False,0.23187994890066033
1376,3321,162,78,0.85,,True,True,0.7673983188428452
1378,1149,81,176,0.21,-0.38190433024747616,False,False,0.20194825358936558
1379,3825,182,291,0.27,,False,True,0.8454454447877905
1380,2515,132,488,0.2,,False,False,0.2512275144919087
1381,4248,202,271,0.15,0.9831757839462035,False,False,0.24689666962271628
1382,6023,286,102,0.16,,False,False,0.212737111080414
1383,463,53,44,0.32,0.4677564449918824,False,False,0.23253766272256984
1384,4517,214,521,0.74,0.4042254035719706,True,True,0.8497301615313521
1385,4392,208,265,0.23,0.6262197604396931,False,False,0.1653402081437599
1386,5001,235,548,0.9,0.5150591787800485,True,True,0.7346321332798387
1387,594,60,194,0.24,-0.19445515538616975,False,False,0.19140150032615605
1388,3100,153,427,0.36,1.0739544783146917,False,False,0.24641127053927717
1389,1807,107,357,0.23,0.1432453053825112,False,False,0.17869797623351363
1390,3106,154,91,0.6,,True,True,0.8681109371618673
1391,450,53,562,0.22,,False,False,0.23107585824039406
1392,3616,174,416,0.24,,False,False,0.21724327450869108
1393,5160,242,173,0.11,,False,False,0.16401826282651336
1394,4222,202,420,0.24,0.9435085649063738,False,False,0.17744714508407114
1395,518,56,560,0.34,-0.2198303162187108,False,False,0.23664826128614613
1397,312,47,345,0.4,0.1212441301004165,False,False,0.21329217515004323
1398,2410,129,48,0.3,,False,False,0.21975450339360428
1399,2099,117,513,0.89,,True,True,0.7441273560464526
1401,3196,157,18,0.26,-0.06062247040953346,False,False,0.2686442874684234
1402,1174,82,331,0.71,,True,True,0.7311274051607722
1403,4665,222,520,0.85,0.8403782782308639,True,True,0.7827545340475872
1405,5548,258,331,0.11,,False,False,0.2689379795334503
1406,4716,224,499,0.32,,False,False,0.25627530412138744
1407,1112,80,283,0.71,,True,True,0.8017223382038835
1408,4860,230,468,0.36,,False,False,0.14569997093930537
1409,1578,98,305,0.27,,False,False,0.17773433612097517
1410,890,72,562,0.25,,False,False,0.20535278923882752
1411,1615,99,62,0.65,,True,True,0.8306149864317568
1412,4362,206,403,0.36,,False,False,0.15141361730548142
1413,5133,241,89,0.75,0.893319109942568,True,True,0.7872714975433851
1414,3458,168,214,0.34,,False,False,0.25524084551510107
1415,5863,270,498,0.38,,False,False,0.15104103563139398
1416,5856,270,252,0.22,-0.13706351805056963,False,False,0.20056545306989837
1417,1263,85,214,0.2,-0.15305780722057544,False,False,0.2602378187899239
1418,5636,261,542,0.24,,False,False,0.16416682933705473
1419,999,76,543,0.33,,False,False,0.23371002380482386
1420,3784,181,461,0.33,,False,False,0.14885644426919656
1421,1359,89,272,0.25,0.6720109784316746,False,True,0.7548679060564008
1422,2841,144,335,0.21,,False,False,0.21680655258106274
1423,1476,94,456,0.26,,False,False,0.15979979345587442
1424,192,42,319,0.17,,False,False,0.1755663975364537
1425,4708,224,88,0.77,-0.35167855900338285,True,True,0.8406846353453922
1426,5418,253,516,0.64,1.2995982539292041,True,True,0.7973609714105803
1427,5843,269,147,0.2,,False,False,0.18478319841872376
1428,5017,236,51,0.18,-0.22615368258083104,False,False,0.16798860196193008
1429,4639,220,506,0.8,,True,True,0.8659522223630822
1430,5472,255,130,0.27,,False,False,0.1873767465767427
1431,1874,109,149,0.34,0.6289457185624376,False,False,0.21540523554323326
1432,5318,249,44,0.23,-0.37971575987746514,False,False,0.1440369141514958
1433,1338,88,560,0.32,0.03033958788959703,False,False,0.22926137475453173
1434,2886,146,321,0.39,1.3535204405440944,False,False,0.21563375908004534
1435,3460,168,191,0.21,,False,False,0.1478413250461846
1436,5039,236,573,0.69,,True,True,0.8134605068865213
1437,5059,237,397,0.3,,False,False,0.19873794101605274
1438,5265,248,524,0.82,,True,True,0.79666943735109
1439,1293,86,526,0.17,,False,False,0.18251701179950477
1440,5303,249,89,0.66,,True,True,0.8575753996898334
1441,4527,214,273,0.24,,False,False,0.22839101243789617
1442,5032,236,246,0.32,-0.16839662196914637,False,False,0.25576034619731236
1443,3541,171,251,0.34,1.3544257640595483,False,False,0.16394411726606395
1445,1907,110,141,0.12,,False,False,0.15528526840366708
1446,3781,180,444,0.11,,False,False,0.26831085149397194
1447,4410,209,254,0.12,0.32204245825314215,False,False,0.13747086938066683
1448,368,49,325,0.22,,False,False,0.24041890897404317
1449,1937,111,422,0.17,,False,False,0.21867550373827055
